ZIP Code,ZIP3 Region,Town,Metro,Primary County,Total Population,Median Household Income
95303,953,Tracy,Stockton,San Joaquin,32297,88611
95365,953,Tracy,Stockton,San Joaquin,31869,179724
93529,935,Ridgecrest,Bakersfield,Kern,37601,134788
96133,961,Reno Area,Non-Metro,Washoe,70446,129177
95076,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,34783,129278
93450,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,61580,60849
93928,939,Monterey,Salinas,Monterey,42473,88248
93950,939,Monterey,Salinas,Monterey,41515,143509
94559,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,74231,93005
95946,959,Marysville,Yuba City,Yuba,2625,103360
95715,957,Elk Grove,Sacramento-Roseville-Folsom,Sacramento,39191,74953
95986,959,Marysville,Yuba City,Yuba,43736,95298
92683,926,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange,75183,99416
92626,926,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange,72673,123490
92679,926,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange,64544,163606
92832,928,Palm Springs,Riverside-San Bernardino-Ontario,San Bernardino,22550,127320
92782,927,Anaheim,Los Angeles-Long Beach-Anaheim,Orange,18844,178273
96146,961,Reno Area,Non-Metro,Washoe,24623,177117
95746,957,Sacramento,Sacramento-Roseville-Folsom,Sacramento,69174,43866
95604,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,6858,36673
95983,959,Yuba City,Yuba City,Yuba,18521,95668
92880,928,Victorville,Riverside-San Bernardino-Ontario,San Bernardino,20295,37396
92562,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,66787,154540
92539,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,8423,161669
91752,917,Monterey Park,Los Angeles-Long Beach-Anaheim,Los Angeles,2561,36733
92585,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,2053,39384
92553,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,70720,110153
92505,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,66326,147872
92508,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,14526,60248
95838,958,Sacramento,Sacramento-Roseville-Folsom,Sacramento,32084,85313
95817,958,Davis,Sacramento-Roseville-Folsom,Sacramento,46957,105077
95815,958,Davis,Sacramento-Roseville-Folsom,Sacramento,10857,132793
95816,958,Davis,Sacramento-Roseville-Folsom,Sacramento,60661,98755
95641,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,39818,56133
95624,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,12755,141241
94571,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,49936,179887
95742,957,Elk Grove,Sacramento-Roseville-Folsom,Sacramento,7855,37477
95621,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,11337,166034
95825,958,Davis,Sacramento-Roseville-Folsom,Sacramento,43920,59998
95045,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,30615,90421
92356,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,36032,47205
91730,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,37249,177352
91762,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,24008,117440
91763,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,27652,72798
91739,917,Monterey Park,Los Angeles-Long Beach-Anaheim,Los Angeles,10584,113453
92333,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,74419,98038
92363,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,71352,121960
92411,924,Fontana,Riverside-San Bernardino-Ontario,San Bernardino,18843,55559
92316,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,7538,60607
92391,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,30927,54927
92322,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,79820,138993
92122,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,4383,106651
92126,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,64804,94805
91942,919,Pomona,Los Angeles-Long Beach-Anaheim,Los Angeles,72987,133415
91950,919,Pomona,Los Angeles-Long Beach-Anaheim,Los Angeles,24845,134633
92007,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,81583,112431
91980,919,San Dimas,Los Angeles-Long Beach-Anaheim,Los Angeles,10134,56505
94118,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,20714,134614
94116,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,51568,118015
94123,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,14465,58991
95209,952,Stockton,Stockton,San Joaquin,40905,151584
95231,952,Stockton,Stockton,San Joaquin,35858,61799
95337,953,Stockton,Stockton,San Joaquin,11942,84123
95366,953,Tracy,Stockton,San Joaquin,59330,169333
93445,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,14038,41884
93453,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,46888,59396
93465,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,50993,38235
94063,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,54738,136659
94402,944,San Mateo,San Francisco-Oakland-Berkeley,San Mateo,73839,98633
94005,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,50403,79433
93429,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,35747,113939
95110,951,Morgan Hill,San Jose-Sunnyvale-Santa Clara,Santa Clara,65134,73255
95070,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,22416,148947
95131,951,Morgan Hill,San Jose-Sunnyvale-Santa Clara,Santa Clara,55694,113578
95054,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,10582,129666
94089,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,32821,164971
95013,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,60512,63042
95005,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,40432,36774
95006,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,44044,134585
95066,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,58200,122749
96017,960,Chico,Redding,Shasta,78408,70684
96088,960,Chico,Redding,Shasta,42530,87652
96022,960,Chico,Redding,Shasta,41680,81566
96027,960,Chico,Redding,Shasta,42330,111401
96038,960,Chico,Redding,Shasta,75981,98550
94591,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,49790,108479
95694,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,48343,64855
95450,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,78124,178033
95471,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,72602,42055
95430,954,Petaluma,Santa Rosa-Petaluma,Sonoma,27979,149938
95382,953,Tracy,Stockton,San Joaquin,9564,142254
95316,953,Tracy,Stockton,San Joaquin,18742,114385
95386,953,Stockton,Stockton,San Joaquin,33619,75407
95323,953,Tracy,Stockton,San Joaquin,49912,54389
95659,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,78872,160628
96063,960,Chico,Redding,Shasta,70540,167805
96061,960,Chico,Redding,Shasta,71756,44637
96041,960,Chico,Redding,Shasta,70873,57277
96046,960,Redding,Redding,Shasta,33036,128063
93291,932,Bakersfield,Bakersfield,Kern,80804,46612
93271,932,Bakersfield,Bakersfield,Kern,43963,147841
93244,932,Bakersfield,Bakersfield,Kern,1882,60849
93603,936,Fresno,Fresno,Fresno,29598,168870
93262,932,Bakersfield,Bakersfield,Kern,58929,133073
93003,930,Ventura,Oxnard-Thousand Oaks-Ventura,Ventura,61194,166194
93041,930,Oxnard,Oxnard-Thousand Oaks-Ventura,Ventura,45715,41438
93042,930,Ventura,Oxnard-Thousand Oaks-Ventura,Ventura,14203,112445
95653,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,11753,65426
95962,959,Marysville,Yuba City,Yuba,46156,116760
94609,946,Hayward,San Francisco-Oakland-Berkeley,Alameda,60181,89229
94606,946,Hayward,San Francisco-Oakland-Berkeley,Alameda,46152,159823
94702,947,Richmond,San Francisco-Oakland-Berkeley,Contra Costa,57931,153606
94539,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,9304,113712
94588,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,15584,40920
94568,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,14834,78084
94610,946,Oakland,San Francisco-Oakland-Berkeley,Alameda,68132,80731
94707,947,Richmond,San Francisco-Oakland-Berkeley,Contra Costa,43883,146770
95685,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,30889,141180
95666,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,24930,148281
95699,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,4326,86727
95966,959,Yuba City,Yuba City,Yuba,78121,147604
95965,959,Yuba City,Yuba City,Yuba,1083,91307
95973,959,Marysville,Yuba City,Yuba,36983,51400
95255,952,Stockton,Stockton,San Joaquin,70871,84010
95257,952,Stockton,Stockton,San Joaquin,43227,86661
95250,952,Stockton,Stockton,San Joaquin,15436,103774
95254,952,Stockton,Stockton,San Joaquin,69668,117157
95987,959,Yuba City,Yuba City,Yuba,80625,137903
94582,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,46103,127270
94521,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,81418,80227
94528,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,81041,57217
94575,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,41549,65896
95548,955,Eureka,Eureka-Arcata,Humboldt,40526,65657
95726,957,Sacramento,Sacramento-Roseville-Folsom,Sacramento,49429,72056
95709,957,Elk Grove,Sacramento-Roseville-Folsom,Sacramento,55319,71141
95636,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,55948,83694
95623,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,83796,175870
95720,957,Sacramento,Sacramento-Roseville-Folsom,Sacramento,73233,78742
95735,957,Elk Grove,Sacramento-Roseville-Folsom,Sacramento,38358,71777
93631,936,Fresno,Fresno,Fresno,41732,153227
93651,936,Fresno,Fresno,Fresno,47559,37512
93602,936,Fresno,Fresno,Fresno,18395,86151
93711,937,Madera,Fresno,Fresno,74107,167497
93722,937,Madera,Fresno,Fresno,54126,163902
93626,936,Fresno,Fresno,Fresno,58676,163109
95939,959,Marysville,Yuba City,Yuba,11335,43089
95920,959,Marysville,Yuba City,Yuba,38784,43570
95526,955,Arcata,Eureka-Arcata,Humboldt,29970,175930
95589,955,Arcata,Eureka-Arcata,Humboldt,22547,154884
95537,955,Arcata,Eureka-Arcata,Humboldt,72553,168904
92004,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,75566,64938
92273,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,71686,131170
93514,935,Mojave,Bakersfield,Kern,58350,178223
92384,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,56225,61847
89061,890,Unknown,Non-Metro,Unknown,39521,43449
93592,935,Ridgecrest,Bakersfield,Kern,34947,126377
93309,933,Bakersfield,Bakersfield,Kern,58049,65772
93313,933,Bakersfield,Bakersfield,Kern,28009,126915
93206,932,Bakersfield,Bakersfield,Kern,22255,71499
95423,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,27624,50560
95457,954,Petaluma,Santa Rosa-Petaluma,Sonoma,70267,108684
96132,961,Reno Area,Non-Metro,Washoe,42921,111712
96121,961,Reno Area,Non-Metro,Washoe,75569,105082
96128,961,Reno Area,Non-Metro,Washoe,18271,142897
91775,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,36849,68262
91364,913,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,33225,73336
90746,907,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,32947,137944
90061,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,19134,105442
91745,917,Monterey Park,Los Angeles-Long Beach-Anaheim,Los Angeles,49674,153486
90044,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,83550,59404
90808,908,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,68082,107935
90031,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,60097,162937
90211,902,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles,76778,35648
90048,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,60589,128905
90057,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,70548,139258
90036,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,56814,90535
90710,907,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,35697,119637
90717,907,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,44770,178474
90670,906,Whittier,Los Angeles-Long Beach-Anaheim,Los Angeles,74705,162228
91101,911,San Marino,Los Angeles-Long Beach-Anaheim,Los Angeles,6845,47043
91011,910,Pasadena,Los Angeles-Long Beach-Anaheim,Los Angeles,82574,155476
91403,914,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,16784,76414
91207,912,La Canada,Los Angeles-Long Beach-Anaheim,Los Angeles,60336,35177
91331,913,Sherman Oaks,Los Angeles-Long Beach-Anaheim,Los Angeles,27018,69580
91325,913,Sherman Oaks,Los Angeles-Long Beach-Anaheim,Los Angeles,21337,106832
90506,905,Torrance,Los Angeles-Long Beach-Anaheim,Los Angeles,47742,100638
90077,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,49238,78391
90731,907,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,52449,115087
90066,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,56760,58907
90007,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,642,90947
90807,908,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,10715,69786
90011,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,68584,151671
90063,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,1556,125065
91342,913,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,55853,69648
91042,910,Glendale,Los Angeles-Long Beach-Anaheim,Los Angeles,9783,95017
93543,935,Ridgecrest,Bakersfield,Kern,12208,61850
93553,935,Mojave,Bakersfield,Kern,41571,131354
90040,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,18473,135328
91007,910,Pasadena,Los Angeles-Long Beach-Anaheim,Los Angeles,84592,72448
90604,906,Whittier,Los Angeles-Long Beach-Anaheim,Los Angeles,70034,37221
90660,906,Whittier,Los Angeles-Long Beach-Anaheim,Los Angeles,58184,127061
90631,906,Whittier,Los Angeles-Long Beach-Anaheim,Los Angeles,82823,74681
91330,913,Sherman Oaks,Los Angeles-Long Beach-Anaheim,Los Angeles,81250,150968
90079,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,11862,61336
91046,910,Pasadena,Los Angeles-Long Beach-Anaheim,Los Angeles,16642,135671
93601,936,Fresno,Fresno,Fresno,56780,117445
94947,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,32977,107605
94952,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,33027,109690
95369,953,Stockton,Stockton,San Joaquin,40037,88856
95318,953,Stockton,Stockton,San Joaquin,51847,112474
95325,953,Stockton,Stockton,San Joaquin,31870,164731
95459,954,Petaluma,Santa Rosa-Petaluma,Sonoma,15277,98198
95334,953,Tracy,Stockton,San Joaquin,84134,53615
95388,953,Stockton,Stockton,San Joaquin,47829,117961
93665,936,Fresno,Fresno,Fresno,51203,145326
95360,953,Tracy,Stockton,San Joaquin,72112,80290
95380,953,Tracy,Stockton,San Joaquin,10067,39375
95324,953,Stockton,Stockton,San Joaquin,2307,103730
96015,960,Redding,Redding,Shasta,5720,50851
93546,935,Ridgecrest,Bakersfield,Kern,66902,110101
93960,939,Monterey,Salinas,Monterey,56018,140454
93926,939,Salinas,Salinas,Monterey,84456,175657
95012,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,36868,56914
93962,939,Monterey,Salinas,Monterey,10857,169035
94558,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,20865,175611
94515,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,51713,52331
92868,928,Palm Springs,Riverside-San Bernardino-Ontario,San Bernardino,57842,97557
92808,928,Victorville,Riverside-San Bernardino-Ontario,San Bernardino,32544,57600
92604,926,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange,15702,153848
92618,926,Irvine,Los Angeles-Long Beach-Anaheim,Orange,41039,81044
92630,926,Irvine,Los Angeles-Long Beach-Anaheim,Orange,2160,70969
92653,926,Irvine,Los Angeles-Long Beach-Anaheim,Orange,21973,165131
92780,927,Fullerton,Los Angeles-Long Beach-Anaheim,Orange,69051,170586
92657,926,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange,22384,132483
96145,961,Reno Area,Non-Metro,Washoe,35727,65947
95681,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,44410,147544
92262,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,69162,51743
92270,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,76082,55203
92253,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,60163,168898
92236,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,7766,165969
92555,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,48693,76237
92536,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,13987,65234
92561,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,67192,35673
92549,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,2110,99107
92570,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,62335,130414
92220,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,20171,81913
92518,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,72965,144935
92277,922,Escondido,San Diego-Chula Vista-Carlsbad,San Diego,42679,100080
95758,957,Elk Grove,Sacramento-Roseville-Folsom,Sacramento,42434,106108
95690,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,75412,132729
95615,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,66303,48807
95829,958,Sacramento,Sacramento-Roseville-Folsom,Sacramento,29753,170207
95821,958,Sacramento,Sacramento-Roseville-Folsom,Sacramento,53050,53068
95837,958,Davis,Sacramento-Roseville-Folsom,Sacramento,37502,116447
95683,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,11822,179989
95023,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,1544,131709
92395,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,38719,114668
92308,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,61307,131540
92371,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,26114,178277
92382,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,20235,36671
92242,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,3633,96078
92332,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,83854,37515
92327,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,691,133638
92284,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,14124,88790
92285,922,Escondido,San Diego-Chula Vista-Carlsbad,San Diego,55526,163982
92304,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,19161,108354
92404,924,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,6254,95679
92352,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,49323,155182
92278,922,Escondido,San Diego-Chula Vista-Carlsbad,San Diego,76622,60054
92385,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,84021,138376
92064,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,78080,51327
92025,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,17632,97068
92124,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,34708,117577
91941,919,Pomona,Los Angeles-Long Beach-Anaheim,Los Angeles,43262,118376
91902,919,Pomona,Los Angeles-Long Beach-Anaheim,Los Angeles,36145,96239
92061,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,27069,70680
92036,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,20869,62697
92008,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,59425,157173
92155,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,53782,66650
92081,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,27715,153467
92147,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,61231,104470
94132,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,12351,76317
94158,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,79576,45572
94103,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,43464,73882
94122,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,33034,128255
95212,952,Stockton,Stockton,San Joaquin,67800,47832
95330,953,Tracy,Stockton,San Joaquin,34600,80578
93402,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,53504,153541
93454,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,12915,156121
94403,944,San Mateo,San Francisco-Oakland-Berkeley,San Mateo,18822,66838
94074,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,8583,93271
94021,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,26469,140010
94060,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,83114,57030
94128,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,10328,40714
93440,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,26419,151242
93110,931,Santa Barbara,Santa Maria-Santa Barbara,Santa Barbara,12555,121913
93067,930,Oxnard,Oxnard-Thousand Oaks-Ventura,Ventura,6096,155847
93434,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,22518,148549
93101,931,Santa Barbara,Santa Maria-Santa Barbara,Santa Barbara,65528,42728
95032,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,56423,80300
95112,951,Morgan Hill,San Jose-Sunnyvale-Santa Clara,Santa Clara,28643,84060
95035,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,37181,151919
95126,951,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,5041,99431
95113,951,Morgan Hill,San Jose-Sunnyvale-Santa Clara,Santa Clara,65890,143001
94022,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,8492,57995
95003,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,50702,70975
95010,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,26643,172839
96071,960,Redding,Redding,Shasta,83174,177516
96039,960,Redding,Redding,Shasta,50634,129139
96050,960,Chico,Redding,Shasta,71871,162055
96094,960,Chico,Redding,Shasta,74641,166699
96037,960,Chico,Redding,Shasta,51405,105893
94510,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,3916,118591
94923,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,4340,108644
95446,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,62324,173787
95442,954,Petaluma,Santa Rosa-Petaluma,Sonoma,77044,96017
94931,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,13624,99974
95436,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,35434,174903
95357,953,Stockton,Stockton,San Joaquin,29258,136822
95356,953,Tracy,Stockton,San Joaquin,23268,81163
95953,959,Marysville,Yuba City,Yuba,78162,118362
95982,959,Yuba City,Yuba City,Yuba,78037,42394
93257,932,Bakersfield,Bakersfield,Kern,74903,72251
93247,932,Bakersfield,Bakersfield,Kern,65017,177114
93207,932,Bakersfield,Bakersfield,Kern,23510,163564
95346,953,Stockton,Stockton,San Joaquin,12330,49724
93021,930,Oxnard,Oxnard-Thousand Oaks-Ventura,Ventura,79361,92359
91320,913,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,69502,160301
91360,913,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,43981,87812
93035,930,Oxnard,Oxnard-Thousand Oaks-Ventura,Ventura,45163,81520
95937,959,Yuba City,Yuba City,Yuba,8306,40744
94544,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,77388,72133
94545,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,69482,130653
94618,946,Oakland,San Francisco-Oakland-Berkeley,Alameda,49467,138703
96120,961,Reno Area,Non-Metro,Washoe,44613,114105
95665,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,18384,76288
95941,959,Yuba City,Yuba City,Yuba,84289,162716
95251,952,Stockton,Stockton,San Joaquin,23333,128539
94565,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,77694,80967
94519,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,40715,112205
95667,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,23792,35471
96150,961,Reno Area,Non-Metro,Washoe,74881,43488
95721,957,Sacramento,Sacramento-Roseville-Folsom,Sacramento,79456,118418
93624,936,Fresno,Fresno,Fresno,84339,62291
93657,936,Fresno,Fresno,Fresno,18934,121813
93720,937,Fresno,Fresno,Fresno,31694,125914
93605,936,Fresno,Fresno,Fresno,22505,58258
95540,955,Arcata,Eureka-Arcata,Humboldt,59040,37987
95514,955,Arcata,Eureka-Arcata,Humboldt,27983,100415
95562,955,Eureka,Eureka-Arcata,Humboldt,46438,102281
95571,955,Eureka,Eureka-Arcata,Humboldt,667,47621
95573,955,Arcata,Eureka-Arcata,Humboldt,57938,145009
95521,955,Eureka,Eureka-Arcata,Humboldt,54766,164258
95556,955,Arcata,Eureka-Arcata,Humboldt,46536,178136
95549,955,Arcata,Eureka-Arcata,Humboldt,13794,160695
92249,922,Escondido,San Diego-Chula Vista-Carlsbad,San Diego,21819,153302
92233,922,Escondido,San Diego-Chula Vista-Carlsbad,San Diego,4879,112308
92259,922,Escondido,San Diego-Chula Vista-Carlsbad,San Diego,42274,103453
92225,922,Escondido,San Diego-Chula Vista-Carlsbad,San Diego,10225,124602
93530,935,Mojave,Bakersfield,Kern,49712,77180
93301,933,Bakersfield,Bakersfield,Kern,72202,59406
93304,933,Bakersfield,Bakersfield,Kern,78360,161546
93501,935,Mojave,Bakersfield,Kern,57034,78253
93519,935,Ridgecrest,Bakersfield,Kern,21091,49039
93241,932,Bakersfield,Bakersfield,Kern,43897,88883
93283,932,Bakersfield,Bakersfield,Kern,54145,176590
93554,935,Ridgecrest,Bakersfield,Kern,37399,112961
93243,932,Bakersfield,Bakersfield,Kern,13071,48011
93524,935,Ridgecrest,Bakersfield,Kern,75443,179090
93230,932,Bakersfield,Bakersfield,Kern,20631,49288
95443,954,Petaluma,Santa Rosa-Petaluma,Sonoma,1000,147094
95469,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,39107,160915
96136,961,Reno Area,Non-Metro,Washoe,13212,41746
96105,961,Reno Area,Non-Metro,Washoe,22891,111496
96068,960,Redding,Redding,Shasta,62571,65279
96137,961,Reno Area,Non-Metro,Washoe,52596,158455
96110,961,Reno Area,Non-Metro,Washoe,35234,58890
91776,917,Monterey Park,Los Angeles-Long Beach-Anaheim,Los Angeles,24732,132260
90745,907,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,48918,83911
90601,906,Pico Rivera,Los Angeles-Long Beach-Anaheim,Los Angeles,6348,104021
90247,902,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles,61456,104048
90260,902,Inglewood,Los Angeles-Long Beach-Anaheim,Los Angeles,35700,51158
